"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CGRO","Collective Growth Corporation","14.29","$271.69M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgro",
"CGROU","Collective Growth Corporation","16.88","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgrou",
"CGROW","Collective Growth Corporation","3.85","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgrow",
"CLCT","Collectors Universe, Inc.","75.4","$680.57M","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","20.03","$692.68M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","89.13","$3.57B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cigi",
"CLGN","CollPlant Biotechnologies Ltd.","10.77","$70.79M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clgn",
"CXE","Colonial High Income Municipal Trust","5.07","$159.81M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.54","$48.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","9.8","$89.28M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","4.4","$124.63M","1987","n/a","n/a","https://old.nasdaq.com/symbol/cmu",
"CLA","Colonnade Acquisition Corp.","13.5","$337.5M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cla",
"CLA.U","Colonnade Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cla.u",
"CLA.WS","Colonnade Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cla.ws",
"CBAN","Colony Bankcorp, Inc.","14.65","$139.16M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cban",
"CLNY","Colony Capital, Inc.","4.81","$2.32B","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clny",
"CLNY^G","Colony Capital, Inc.","24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^g",
"CLNY^H","Colony Capital, Inc.","23.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^h",
"CLNY^I","Colony Capital, Inc.","23.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^i",
"CLNY^J","Colony Capital, Inc.","23.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^j",
"CLNC","Colony Credit Real Estate, Inc.","7.5","$964.37M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clnc",
"CSCW","Color Star Technology Co. Ltd.","0.704","$38.62M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/cscw",
"COLB","Columbia Banking System, Inc.","35.9","$2.57B","1992","Finance","Major Banks","https://old.nasdaq.com/symbol/colb",
"CLBK","Columbia Financial, Inc.","15.56","$1.75B","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/clbk",
"CXP","Columbia Property Trust, Inc.","14.34","$1.64B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxp",
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","27.24","$432.89M","2009","n/a","n/a","https://old.nasdaq.com/symbol/stk",
"COLM","Columbia Sportswear Company","87.38","$5.79B","1998","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","38.44","$918.67M","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cmco",
"CCZ","Comcast Corporation","60.31","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/ccz",
"CMCSA","Comcast Corporation","52.4","$239.75B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/cmcsa",
"CMA","Comerica Incorporated","55.86","$7.77B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cma",
"FIX","Comfort Systems USA, Inc.","52.66","$1.92B","1997","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/fix",
"CBSH","Commerce Bancshares, Inc.","65.7","$7.69B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbsh",
"CMC","Commercial Metals Company","20.54","$2.47B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/cmc",
"CVGI","Commercial Vehicle Group, Inc.","8.65","$266.73M","2004","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","13.4","$2.66B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","4.57","$42.59M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/jcs",
"CBU","Community Bank System, Inc.","62.31","$3.34B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbu",
"ESXB","Community Bankers Trust Corporation.","6.75","$150.67M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/esxb",
"CFBI","Community First Bancshares, Inc.","9.8988","$74.94M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cfbi",
"CYH","Community Health Systems, Inc.","7.43","$888.78M","2000","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/cyh",
"CHCT","Community Healthcare Trust Incorporated","47.11","$1.1B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chct",
"CTBI","Community Trust Bancorp, Inc.","37.05","$659.88M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","9.08","$76.94M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","55.37","$2.61B","2006","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cvlt",
"CIG","Comp En De Mn Cemig ADS","2.88","$11.53B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cig",
"CIG.C","Comp En De Mn Cemig ADS","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cig.c",
"CBD","Companhia Brasileira de Distribuicao","14.32","$3.84B","2020","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/cbd",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","8.59","$5.87B","2002","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","14.3","$3.91B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elp",
"CCU","Compania Cervecerias Unidas, S.A.","14.7","$2.72B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccu",
"CODI","Compass Diversified ","19.45","$1.26B","2006","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/codi",
"CODI^A","Compass Diversified ","25.1654","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^a",
"CODI^B","Compass Diversified ","25.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^b",
"CODI^C","Compass Diversified ","25.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^c",
"CMP","Compass Minerals International, Inc.","61.72","$2.1B","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cmp",
"CMPS","COMPASS Pathways Plc","47.64","$1.71B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cmps",
"CMPX","Compass Therapeutics, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmpx",
"CGEN","Compugen Ltd.","12.11","$1B","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","26.84","$389.5M","2002","Technology","EDP Services","https://old.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","6.12","$92.95M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ctg",
"CIX","CompX International Inc.","14.23","$177.18M","1998","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cix",
"SCOR","comScore, Inc.","2.49","$181.24M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/scor",
"COMS","ComSovereign Holding Corp.","2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/coms",
"COMSW","ComSovereign Holding Corp.","n/a","n/a","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/comsw",
"CHCI","Comstock Holding Companies, Inc.","3.17","$25.63M","2004","Finance","Real Estate","https://old.nasdaq.com/symbol/chci",
"LODE","Comstock Mining, Inc.","1.04","$35.82M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/lode",
"CRK","Comstock Resources, Inc.","4.37","$1.02B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crk",
"CMTL","Comtech Telecommunications Corp.","20.69","$517.47M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmtl",
"CAG","ConAgra Brands, Inc.","36.26","$17.71B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cag",
"CNXC","Concentrix Corporation","98.7","$5.1B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cnxc",
"CNCE","Concert Pharmaceuticals, Inc.","12.64","$387.41M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnce",
"CXO","Concho Resources Inc.","58.35","$11.45B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cxo",
"CND.U","Concord Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cnd.u",
"CCM","Concord Medical Services Holdings Limited","2.74","$118.95M","2009","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/ccm",
"BBCP","Concrete Pumping Holdings, Inc. ","3.83","$216.26M","2017","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bbcp",
"CDOR","Condor Hospitality Trust, Inc.","3.9401","$47.34M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdor",
"CDOR","Condor Hospitality Trust, Inc.","3.9401","$47.34M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdor",
"CNDT","Conduent Incorporated","4.8","$1B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cndt",
"CFMS","ConforMIS, Inc.","0.66","$56.72M","2015","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","3.29","$31.84M","2015","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfr",
"CNFRL","Conifer Holdings, Inc.","21.2","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfrl",
"CNMD","CONMED Corporation","112","$3.2B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",
"CNMD","CONMED Corporation","112","$3.2B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",
"CNOB","ConnectOne Bancorp, Inc.","19.79","$786.93M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","11.69","$341.39M","2003","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/conn",
"COP","ConocoPhillips","39.99","$42.71B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cop",
"CCR","CONSOL Coal Resources LP","4.73","$130.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccr",
"CEIX","CONSOL Energy Inc.","7.21","$187.72M","2017","Energy","Coal Mining","https://old.nasdaq.com/symbol/ceix",
"CNSL","Consolidated Communications Holdings, Inc.","4.89","$388.32M","2005","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cnsl",
"ED","Consolidated Edison Inc","72.27","$24.2B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ed",
"CWCO","Consolidated Water Co. Ltd.","12.05","$182.23M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwco",
"CHFW.U","Consonance-HFW Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/chfw.u",
"STZ","Constellation Brands Inc","219.05","$42.45B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/stz",
"STZ.B","Constellation Brands Inc","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stz.b",
"CNST","Constellation Pharmaceuticals, Inc.","28.8","$1.37B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnst",
"CSTM","Constellium SE","13.99","$1.96B","2013","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/cstm",
"ROAD","Construction Partners, Inc.","29.11","$1.51B","2018","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/road",
"CPSS","Consumer Portfolio Services, Inc.","4.24","$95.68M","1992","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cpss",
"TCS","Container Store (The)","9.54","$482.3M","2013","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/tcs",
"MCF","Contango Oil & Gas Company","2.29","$397.74M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mcf",
"WISH","ContextLogic Inc.","18.24","$12.69B","2020","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/wish",
"CLR","Continental Resources, Inc.","16.3","$5.95B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/clr",
"CFRX","ContraFect Corporation","5.05","$140.44M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cfrx",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","12.42","$1.23B","2013","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/vlrs",
"CTRA","Contura Energy, Inc.","11.37","$208.17M","2018","Energy","Coal Mining","https://old.nasdaq.com/symbol/ctra",
"CVLB","Conversion Labs, Inc.","6.53","$137.08M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/cvlb",
"CPTI","ConversionPoint Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cpti",
"CONX","CONX Corp.","10.23","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/conx",
"CONXU","CONX Corp.","10.45","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/conxu",
"CONXW","CONX Corp.","1.52","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/conxw",
"CTB","Cooper Tire & Rubber Company","40.5","$2.04B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/ctb",
"CPS","Cooper-Standard Holdings Inc.","34.67","$585.81M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cps",
"CTK","CooTek (Cayman) Inc.","2.77","$169.57M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/ctk",
"CPA","Copa Holdings, S.A.","77.23","$3.27B","2005","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cpa",
"CPRT","Copart, Inc.","127.25","$30.05B","1994","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cprt",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","1.25","$105.05M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","26.16","$3.04B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cort",
"CLB","Core Laboratories N.V.","26.51","$1.18B","1995","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/clb",
"CMT","Core Molding Technologies Inc","14.08","$112.24M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/cmt",
"CXW","CoreCivic, Inc.","6.55","$783.6M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxw",
"CLGX","CoreLogic, Inc.","77.32","$6.01B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/clgx",
"CORE","Core-Mark Holding Company, Inc.","29.37","$1.32B","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/core",
"CORR","CorEnergy Infrastructure Trust, Inc.","6.85","$93.51M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/corr",
"CORR^A","CorEnergy Infrastructure Trust, Inc.","18.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/corr^a",
"CPLG","CorePoint Lodging Inc.","6.88","$400.15M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cplg",
"COR","CoreSite Realty Corporation","125.28","$5.36B","2010","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cor",
"CRMD","CorMedix Inc.","7.43","$238.74M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crmd",
"COOLU","Corner Growth Acquisition Corp.","10.45","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/coolu",
"CNR","Cornerstone Building Brands, Inc.","9.28","$1.16B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cnr",
"CSOD","Cornerstone OnDemand, Inc.","44.04","$2.85B","2011","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/csod",
"CRF","Cornerstone Strategic Return Fund, Inc. (The)","11.4","$458.69M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crf",
"CLM","Cornerstone Strategic Value Fund, Inc.","11.729","$892.82M","1987","n/a","n/a","https://old.nasdaq.com/symbol/clm",
"GLW","Corning Incorporated","36","$27.5B","n/a","Basic Industries","Telecommunications Equipment","https://old.nasdaq.com/symbol/glw",
"CAAP","Corporacion America Airports SA","3.99","$651.26M","2018","Transportation","Aerospace","https://old.nasdaq.com/symbol/caap",
"GYC","Corporate Asset Backed Corp CABCO","24.92","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gyc",
